drug,strength,form,package_quantity,acquisition_cost,markup,pharmacy_fee,shipping_fee,final_price,brand_name,sku,retail_price_per_unit_UNRELIABLE,package_size_raw,volume_raw,package_quantity_status,product_slug,is_available,specialty_medication
Aripiprazole,10mg,Bottle of Disintegrating Tablets,30.0,,,,,41.8,Abilify Discmelt,59250015007220-30-Generic,1118.0,30,30 Tablets,confirmed,aripiprazole-10mg-bottle-of-disintegrating-tablets-30-abilify-discmelt,False,False
Aripiprazole,15mg,Bottle of Disintegrating Tablets,30.0,,,,,38.43,Abilify Discmelt,59250015007230-30-Generic,1179.0,30,30 Tablets,confirmed,aripiprazole-10mg-bottle-of-disintegrating-tablets-30-abilify-discmelt,False,False
Aripiprazole,10mg,Tablet,90.0,,,,,7.76,Abilify,59250015000320-Generic,22.59,90,,confirmed,aripiprazole-10mg-tablet,False,False
Aripiprazole,15mg,Tablet,90.0,,,,,7.97,Abilify,59250015000330-Generic,23.61,90,,confirmed,aripiprazole-10mg-tablet,False,False
Aripiprazole,20mg,Tablet,90.0,,,,,8.59,Abilify,59250015000340-Generic,30.13,90,,confirmed,aripiprazole-10mg-tablet,False,False
Aripiprazole,2mg,Tablet,500.0,,,,,6.9,Abilify,59250015000305-Generic,22.91,500,,confirmed,aripiprazole-10mg-tablet,False,False
Aripiprazole,30mg,Tablet,90.0,,,,,9.31,Abilify,59250015000350-Generic,31.09,90,,confirmed,aripiprazole-10mg-tablet,False,False
Aripiprazole,5mg,Tablet,500.0,,,,,6.93,Abilify,59250015000310-Generic,22.85,500,,confirmed,aripiprazole-10mg-tablet,False,False
Aripiprazole,1mg/mL,Bottle of Solution,150.0,,,,,39.5,Abilify,59250015002020-150-Generic,820.0,150,150mL,confirmed,aripiprazole-10mg-tablet,False,False
Asenapine Maleate,10mg,Carton of Sublingual Tablets,60.0,,,,,67.31,Saphris,59155015100730-60-Generic,1018.0,60,60 Tablets,confirmed,asenapine-maleate-10mg-carton-of-sublingual-tablets-60-saphris,False,False
Asenapine Maleate,2.5mg,Carton of Sublingual Tablets,60.0,,,,,86.65,Saphris,59155015100710-60-Generic,1192.0,60,60 Tablets,confirmed,asenapine-maleate-10mg-carton-of-sublingual-tablets-60-saphris,False,False
Asenapine Maleate,5mg,Carton of Sublingual Tablets,60.0,,,,,65.18,Saphris,59155015100720-60-Generic,1035.0,60,60 Tablets,confirmed,asenapine-maleate-10mg-carton-of-sublingual-tablets-60-saphris,False,False
Aspirin,81mg,Tablet Chewable,36.0,,,,,5.97,Aspirin,64100010000510-Generic,0.22,36,,confirmed,aspirin-81mg-tablet-chewable-aspirin,False,False
Aspirin-Dipyridamole ER,25-200mg,Bottle of Extended Release Capsules,60.0,,,,,26.63,Aggrenox,85159902206920-60-Generic,62.5,60,60 Capsules,confirmed,aspirin-dipyridamole-er-25-200mg-bottle-of-extended-release-capsules-60-aggrenox,False,False
Aspirin Low Dose,81mg,Tablet Delayed Release,1000.0,,,,,5.21,Aspirin Low Dose,64100010000601-Generic,0.26,1000,,confirmed,aspirin-low-dose-81mg-tablet-delayed-release-aspirin-low-dose,False,False
Atazanavir Sulfate,150mg,Bottle of Capsules,60.0,,,,,26.93,Reyataz,12104515200130-60-Generic,729.0,60,60 Capsules,confirmed,atazanavir-sulfate-150mg-bottle-of-capsules-60-reyataz,False,False
Atazanavir Sulfate,200mg,Bottle of Capsules,60.0,,,,,26.11,Reyataz,12104515200140-60-Generic,1485.0,60,60 Capsules,confirmed,atazanavir-sulfate-150mg-bottle-of-capsules-60-reyataz,False,False
Atazanavir Sulfate,300mg,Bottle of Capsules,30.0,,,,,26.11,Reyataz,12104515200150-30-Generic,2894.0,30,30 Capsules,confirmed,atazanavir-sulfate-150mg-bottle-of-capsules-60-reyataz,False,False
Atenolol,100mg,Tablet,1000.0,,,,,5.59,Tenormin,33200020000310-Generic,0.45,1000,,confirmed,atenolol-100mg-tablet,False,False
Atenolol,25mg,Tablet,1000.0,,,,,5.34,Tenormin,33200020000303-Generic,0.36,1000,,confirmed,atenolol-100mg-tablet,False,False
Atenolol,50mg,Tablet,1000.0,,,,,5.38,Tenormin,33200020000305-Generic,0.45,1000,,confirmed,atenolol-100mg-tablet,False,False
Atenolol-Chlorthalidone,50mg-25mg,Tablet,100.0,,,,,10.18,Tenoretic,36992002100310-Generic,1.03,100,,confirmed,atenolol-chlorthalidone-50mg-25mg-tablet,False,False
Atenolol-Chlorthalidone,100mg-25mg,Tablet,100.0,,,,,9.73,Tenoretic,36992002100320-Generic,1.6,100,,confirmed,atenolol-chlorthalidone-50mg-25mg-tablet,False,False
Atomoxetine HCl,100mg,Capsule,30.0,,,,,13.21,Strattera,61354015100180-Generic,14.4,30,,confirmed,atomoxetinehcl-100mg-capsule,False,False
Atomoxetine HCl,10mg,Capsule,30.0,,,,,9.07,Strattera,61354015100110-Generic,12.7,30,,confirmed,atomoxetinehcl-100mg-capsule,False,False
Atomoxetine HCl,18mg,Capsule,30.0,,,,,9.07,Strattera,61354015100118-Generic,12.17,30,,confirmed,atomoxetinehcl-100mg-capsule,False,False
Atomoxetine HCl,25mg,Capsule,30.0,,,,,9.07,Strattera,61354015100125-Generic,11.92,30,,confirmed,atomoxetinehcl-100mg-capsule,False,False
Atomoxetine HCl,40mg,Capsule,30.0,,,,,10.86,Strattera,61354015100140-Generic,12.17,30,,confirmed,atomoxetinehcl-100mg-capsule,False,False
Atomoxetine HCl,60mg,Capsule,30.0,,,,,11.76,Strattera,61354015100160-Generic,12.88,30,,confirmed,atomoxetinehcl-100mg-capsule,False,False
Atomoxetine HCl,80mg,Capsule,30.0,,,,,12.28,Strattera,61354015100170-Generic,14.13,30,,confirmed,atomoxetinehcl-100mg-capsule,False,False
Atorvastatin,10mg,Tablet,1000.0,,,,,5.24,Lipitor,39400010100310-Generic,1.84,1000,,confirmed,atorvastatin-10mg-tablet,False,False
Atorvastatin,20mg,Tablet,1000.0,,,,,5.45,Lipitor,39400010100320-Generic,2.29,1000,,confirmed,atorvastatin-10mg-tablet,False,False
Atorvastatin,40mg,Tablet,1000.0,,,,,5.72,Lipitor,39400010100330-Generic,2.22,1000,,confirmed,atorvastatin-10mg-tablet,False,False
Atorvastatin,80mg,Tablet,1000.0,,,,,5.93,Lipitor,39400010100350-Generic,2.34,1000,,confirmed,atorvastatin-10mg-tablet,False,False
Atovaquone,750mg/5mL,Bottle of Oral Suspension,210.0,,,,,120.0,Mepron,16400020001820-210-Generic,704.38,210,210mL,confirmed,atovaquone-750mg_5ml-210ml-bottle-of-suspension,False,False
Atovaquone-Proguanil HCl,250-100mg,Tablet,100.0,,,,,39.74,Malarone,13990002050320-Generic,6.27,100,,confirmed,atovaquone-proguanil-hcl-250-100mg-tablet-malarone,False,False
Atovaquone-Proguanil HCl,62.5-25mg,Tablet,100.0,,,,,27.84,Malarone,13990002050310-Generic,2.5,100,,confirmed,atovaquone-proguanil-hcl-250-100mg-tablet-malarone,False,False
Atropine Sulfate,1%,Solution Dropper,15.0,,,,,67.68,Isopto Atropine,86350010102010-15-Generic,400.0,15,15mL,confirmed,atropine-sulfate-1-solution-dropper-15-isopto-atropine,False,False
Atropine Sulfate,1%,Solution Dropper,10.0,,,,,33.75,Isopto Atropine,86350010102010-10-Generic,400.0,10,10 mL,confirmed,atropine-sulfate-1-solution-dropper-15-isopto-atropine,False,False
Azathioprine,50mg,Tablet,500.0,,,,,6.76,Imuran,99406010000305-Generic,1.5,500,,confirmed,azathioprine-50mg-tablet,False,False
Azathioprine,100mg,Tablet,100.0,,,,,93.18,Azasan,99406010000325-Generic,11.77,100,,confirmed,azathioprine-100mg-tablet-azasan,False,False
Azathioprine,75mg,Tablet,100.0,,,,,116.02,Azasan,99406010000315-Generic,24.63,100,,confirmed,azathioprine-100mg-tablet-azasan,False,False
Azelaic Acid,15%,Tube of Gel,50.0,,,,,19.02,Finacea,90060010004020-50-Generic,286.0,50,50g,confirmed,azelaic-acid-15-tube-of-gel-50-finacea,False,False
Azelastine-Fluticasone,137-50mcg/Act,Nasal Spray,23.0,,,,,37.95,Dymista,42995502151820-23-Generic,171.0,23,23g,confirmed,azelastine-fluticasone-137-50mcg-act-nasal-spray-23-dymista,False,False
Azelastine HCl,0.05%,Solution,6.0,,,,,8.61,Optivar,86802006102020-6-Generic,95.64,6,6mL,confirmed,AzelastineHCl-0_0005-Solution,False,False
Azelastine HCl,0.10%,Nasal Spray,30.0,,,,,9.59,Astelin,42401015102020-30-Generic,75.98,30,30mL,confirmed,Azelastine-HCl-0_001-Solution,False,False
Azithromycin,250mg,Tablet,30.0,,,,,9.38,Zithromax,03400010000320-Generic,5.01,30,,confirmed,azithromycin-250mg-tablet,False,False
Azithromycin,500mg,Tablet,30.0,,,,,12.0,Zithromax,03400010000334-Generic,8.8,30,,confirmed,azithromycin-250mg-tablet,False,False
Azithromycin,600mg,Tablet,30.0,,,,,13.66,Zithromax,03400010000340-Generic,17.84,30,,confirmed,azithromycin-250mg-tablet,False,False
Azithromycin,250mg,Pack of 6 Tablets,6.0,,,,,5.84,Zithromax,03400010000320-6-Generic,9.38,6,6 ea,confirmed,azithromycin-250mg-tablet,False,False
Azithromycin,500mg,Tri-Pak,3.0,,,,,6.13,Zithromax,03400010000334-3-Generic,15.92,3,3 ea,confirmed,azithromycin-250mg-tablet,False,False
Bacitracin,500 Unit/gm,Tube of Ointment,3.5,,,,,129.23,Baciguent,86101005004205-3.5-Generic,130.0,3.5,3.5g,confirmed,bacitracin-500-unit-gm-tube-of-ointment-3_5-baciguent,False,False
Bacitracin,500 unit/g,Tube of Ointment,28.0,,,,,6.93,Baciguent,90100010104210-28-Generic,20.0,28,28g,confirmed,bacitracin-500-unit-gm-tube-of-ointment-3_5-baciguent,False,False
Bacitracin-Polymyxin B,500-10000 Unit/gm,Tube of Ointment,3.5,,,,,13.62,Polycin,86109902104200-3.5-Generic,21.0,3.5,3.5g,confirmed,bacitracin-polymyxin-b-500-10000-unit-gm-tube-of-ointment-3_5-polycin,False,False
Bacitra-Neomycin-Polymyxin-HC,1%,Tube of Ointment,3.5,,,,,14.49,Neo-Polycin HC,86309904104220-3.5-Generic,68.0,3.5,3.5g,confirmed,bacitra-neomycin-polymyxin-hc-1-tube-of-ointment-3_5-neo-polycin-hc,False,False
Baclofen,10mg,Tablet,100.0,,,,,5.52,Lioresal,75100010000305-Generic,0.66,100,,confirmed,baclofen-10mg-tablet,False,False
Baclofen,20mg,Tablet,100.0,,,,,5.79,Lioresal,75100010000310-Generic,1.4,100,,confirmed,baclofen-10mg-tablet,False,False
Baclofen,5mg,Tablet,100.0,,,,,5.79,Lioresal,75100010000303-Generic,1.14,100,,confirmed,baclofen-10mg-tablet,False,False
Balsalazide Disodium,750mg,Capsule,280.0,,,,,11.87,Colazal,52500020100120-Generic,10.64,280,,confirmed,balsalazide-disodium-750mg-capsule-colazal,False,False
B-Complex W/C & Folic Acid,1mg,Capsule,100.0,,,,,8.1,WesCaps,78133000000130-Generic,0.67,100,,confirmed,b-complex-w-c-folic-acid-1mg-capsule-wescaps,False,False
Benazepril HCl,10mg,Tablet,100.0,,,,,5.79,Lotensin,36100005100320-Generic,0.69,100,,confirmed,benazeprilhcl-10mg-tablet,False,False
Benazepril HCl,20mg,Tablet,100.0,,,,,6.45,Lotensin,36100005100330-Generic,0.49,100,,confirmed,benazeprilhcl-10mg-tablet,False,False
Benazepril HCl,40mg,Tablet,100.0,,,,,7.1,Lotensin,36100005100340-Generic,0.57,100,,confirmed,benazeprilhcl-10mg-tablet,False,False
Benazepril HCl,5mg,Tablet,100.0,,,,,6.28,Lotensin,36100005100310-Generic,0.59,100,,confirmed,benazeprilhcl-10mg-tablet,False,False
Benazepril-Hydrochlorothiazide,10-12.5mg,Tablet,100.0,,,,,8.21,Lotensin HCT,36991802150320-Generic,2.07,100,,confirmed,benazepril-hydrochlorothiazide-10-12_5mg-tablet-lotensin-hct,False,False
Benazepril-Hydrochlorothiazide,20-12.5mg,Tablet,100.0,,,,,8.86,Lotensin HCT,36991802150330-Generic,1.87,100,,confirmed,benazepril-hydrochlorothiazide-10-12_5mg-tablet-lotensin-hct,False,False
Benazepril-Hydrochlorothiazide,20-25mg,Tablet,100.0,,,,,9.66,Lotensin HCT,36991802150340-Generic,1.6,100,,confirmed,benazepril-hydrochlorothiazide-10-12_5mg-tablet-lotensin-hct,False,False
Benazepril-Hydrochlorothiazide,5-6.25mg,Tablet,100.0,,,,,18.63,Lotensin HCT,36991802150310-Generic,2.43,100,,confirmed,benazepril-hydrochlorothiazide-10-12_5mg-tablet-lotensin-hct,False,False
Benzonatate,200mg,Capsule,100.0,,,,,7.24,Tessalon,43102010000110-Generic,1.38,100,,confirmed,benzonatate-200mg-capsule,False,False
Benzonatate,100mg,Capsule,100.0,,,,,7.0,Tessalon,43102010000105-Generic,0.85,100,,confirmed,benzonatate-200mg-capsule,False,False
Benztropine Mesylate,0.5mg,Tablet,100.0,,,,,6.55,Cogentin,73100010100305-Generic,0.39,100,,confirmed,benztropine-mesylate-0_5mg-tablet,False,False
Benztropine Mesylate,1mg,Tablet,1000.0,,,,,5.83,Cogentin,73100010100310-Generic,0.39,1000,,confirmed,benztropine-mesylate-0_5mg-tablet,False,False
Benztropine Mesylate,2mg,Tablet,100.0,,,,,6.76,Cogentin,73100010100315-Generic,0.47,100,,confirmed,benztropine-mesylate-0_5mg-tablet,False,False
Bepotastine Besilate,1.5%,Solution Dropper,10.0,,,,,78.6,Bepreve,86802008102020-10-Generic,440.0,10,10mL,confirmed,bepotastine-besilate-1_50-solution-dropper-10-bepreve,False,False
Bepotastine Besilate,1.5%,Solution Dropper,5.0,,,,,39.5,Bepreve,86802008102020-5-Generic,227.04,5,5 mL,confirmed,bepotastine-besilate-1_50-solution-dropper-10-bepreve,False,False
Betamethasone Dipropionate,0.05%,Cream,45.0,,,,,15.06,Alphatrex,90550020003705-45-Generic,74.72,45,45g,confirmed,betamethasonedipropionate-0_05_cream,False,False
Betamethasone Dipropionate,0.05%,Cream,15.0,,,,,8.93,Alphatrex,90550020003705-15-Generic,33.32,15,15g,confirmed,betamethasonedipropionate-0_05_cream,False,False
Betamethasone Dipropionate,0.05%,Bottle of Lotion,60.0,,,,,14.84,Alphatrex,90550020004105-60-Generic,45.0,60,60mL,confirmed,betamethasonedipropionate-0_05_cream,False,False
Betamethasone Dipropionate,0.05%,Tube of Ointment,15.0,,,,,8.74,Alphatrex,90550020004205-15-Generic,60.0,15,15g,confirmed,betamethasonedipropionate-0_05_cream,False,False
Betamethasone Dipropionate Augmented,0.05%,Tube of Gel,50.0,,,,,109.01,Diprolene,90550020054005-50-Generic,142.0,50,50g,confirmed,betamethasone-dipropionate-aug-0_05-tube-of-gel-50-diprolene,False,False
Betamethasone Dipropionate Augmented,0.05%,Bottle of Lotion,60.0,,,,,17.88,Diprolene,90550020054105-60-Generic,156.0,60,60mL,confirmed,betamethasone-dipropionate-aug-0_05-tube-of-gel-50-diprolene,False,False
Betamethasone Dipropionate Augmented,0.05%,Cream,15.0,,,,,7.76,Diprolene,90550020053705-15-Generic,23.64,15,15g,confirmed,betamethasone-dipropionate-aug-0_05-tube-of-gel-50-diprolene,False,False
Betamethasone Dipropionate Augmented,0.05%,Cream,50.0,,,,,9.51,Diprolene,90550020053705-50-Generic,141.9,50,50g,confirmed,betamethasone-dipropionate-aug-0_05-tube-of-gel-50-diprolene,False,False
Betamethasone Dipropionate Augmented,0.05%,Ointment,15.0,,,,,14.92,Diprolene,90550020054205-15-Generic,44.43,15,15g,confirmed,betamethasone-dipropionate-aug-0_05-tube-of-gel-50-diprolene,False,False
Betamethasone Dipropionate Augmented,0.05%,Bottle of Lotion,30.0,,,,,12.04,Diprolene,90550020054105-30-Generic,32.0,30,30 mL,confirmed,betamethasone-dipropionate-aug-0_05-tube-of-gel-50-diprolene,False,False
Betamethasone Valerate,0.10%,Tube of Cream,15.0,,,,,8.97,Beta-Val,90550020103710-15-Generic,30.0,15,15g,confirmed,betamethasone-valerate-0_10-tube-of-cream-15-beta-val,False,False
Betamethasone Valerate,0.10%,Bottle of Lotion,60.0,,,,,21.94,Beta-Val,90550020104105-60-Generic,68.0,60,60mL,confirmed,betamethasone-valerate-0_10-tube-of-cream-15-beta-val,False,False
Betamethasone Valerate,0.10%,Tube of Ointment,15.0,,,,,11.88,Betatrex,90550020104205-15-Generic,28.0,15,15g,confirmed,betamethasone-valerate-0_10-tube-of-ointment-15-betatrex,False,False
Betaxolol HCl,0.50%,Solution Dropper,5.0,,,,,46.11,Betoptic,86250010102005-5-Generic,71.0,5,5mL,confirmed,betaxolol-hcl-0_50-solution-dropper-5-betoptic,False,False
Betaxolol HCl,20mg,Tablet,100.0,,,,,32.32,Kerlone,33200021100320-Generic,1.83,100,,confirmed,betaxolol-hcl-20mg-tablet-kerlone,False,False
Bethanechol Chloride,10mg,Tablet,100.0,,,,,8.83,Urecholine,54300010100320-Generic,1.73,100,,confirmed,bethanechol-chloride-10mg-tablet-urecholine,False,False
Bethanechol Chloride,25mg,Tablet,100.0,,,,,9.59,Urecholine,54300010100330-Generic,1.8,100,,confirmed,bethanechol-chloride-10mg-tablet-urecholine,False,False
Bethanechol Chloride,50mg,Tablet,100.0,,,,,11.52,Urecholine,54300010100340-Generic,3.93,100,,confirmed,bethanechol-chloride-10mg-tablet-urecholine,False,False
Bethanechol Chloride,5mg,Tablet,100.0,,,,,7.24,Urecholine,54300010100310-Generic,0.97,100,,confirmed,bethanechol-chloride-10mg-tablet-urecholine,False,False
Bexarotene,75 mg,Capsule,100.0,,,,,81.69,Targretin,21708220000120-Generic,9477.0,100,,confirmed,bexarotene-75mg-bottle-of-capsules-100-targretin,False,False
Bicalutamide,50mg,Tablet,100.0,,,,,12.62,Casodex,21402420000320-Generic,4.97,100,,confirmed,bicalutamide-50mg-tablet-casodex,False,False
Bimatoprost,0.03%,Bottle of Solution,5.0,,,,,69.99,Latisse,90734020002020-5-Generic,184.0,5,5mL,confirmed,bimatoprost-0_03-bottle-of-solution-5-latisse,False,False
Bimatoprost,0.03%,Bottle of Ophthalmic Solution or Eye Dropper,2.5,,,,,15.06,Lumigan,86330015002020-2.5-Generic,311.0,2.5,2.5mL,confirmed,bimatoprost-0_03-solution-dropper-2_5-lumigan,False,False
Bimatoprost,0.01%,Bottle of Ophthalmic Solution or Eye Dropper,2.5,,,,,60.99,Lumigan,86330015002010-2.5-Generic,79.67,2.5,2.5 mL,confirmed,bimatoprost-0_03-solution-dropper-2_5-lumigan,False,False
Bimatoprost,0.01%,Bottle of Ophthalmic Solution or Eye Dropper,5.0,,,,,117.0,Lumigan,86330015002010-5-Generic,154.0,5,5 mL,confirmed,bimatoprost-0_03-solution-dropper-2_5-lumigan,False,False
Bimatoprost,0.01%,Bottle of Ophthalmic Solution or Eye Dropper,7.5,,,,,172.98,Lumigan,86330015002010-7.5-Generic,230.01,7.5,7.5 mL,confirmed,bimatoprost-0_03-solution-dropper-2_5-lumigan,False,False
Bismuth Subcitrate Potassium/Metronidaz/Tetracyclin,140/125/125mg,Tablet,120.0,,,,,91.53,Pylera,49992003150120-Generic,8.93,120,,confirmed,bismuth-subcitrate-potassium-metronidaz-tetracyclin-140-125-125mg-tablet-pylera,False,False
Bisoprolol Fumarate,10mg,Tablet,100.0,,,,,6.76,Zebeta,33200022100320-Generic,1.45,100,,confirmed,bisoprolol-fumarate-10mg-tablet,False,False
Bisoprolol Fumarate,5mg,Tablet,100.0,,,,,10.55,Zebeta,33200022100310-Generic,1.38,100,,confirmed,bisoprolol-fumarate-10mg-tablet,False,False
Bisoprolol-Hydrochlorothiazide,10mg-6.25mg,Tablet,100.0,,,,,6.72,Ziac,36992002130330-Generic,1.44,100,,confirmed,bisoprolol-hydrochlorothiazide-10mg-6_25mg-tablet,False,False
Bisoprolol-Hydrochlorothiazide,2.5mg-6.25mg,Tablet,100.0,,,,,6.69,Ziac,36992002130310-Generic,1.4,100,,confirmed,bisoprolol-hydrochlorothiazide-10mg-6_25mg-tablet,False,False
Bisoprolol-Hydrochlorothiazide,5mg-6.25mg,Tablet,100.0,,,,,7.42,Ziac,36992002130320-Generic,1.66,100,,confirmed,bisoprolol-hydrochlorothiazide-10mg-6_25mg-tablet,False,False
Boric Acid,10%,Gel Pump,30.0,,,,,479.12,Mirvaso,90060020104020-30-Generic,566.0,30,30g,confirmed,boric-acid-10-gel-pump-30-mirvaso,False,False
Brenzavvy (Bexagliflozin),20mg,Bottle of Tablets,30.0,,,,,49.85,,27700010000320-30-Brenzavvy,49.85,30,30 Tablets,confirmed,brenzavvy-20mg,False,False
Brimonidine Tartrate,0.20%,Ophthalmic Solution,15.0,,,,,9.6,Alphagan,86602020102010-15-Generic,72.5,15,15mL,confirmed,brimonidinetartrate-0_002-solution,False,False
Brimonidine Tartrate,0.15%,Bottle of Ophthalmic Solution or Eye Dropper,5.0,,,,,38.92,Alphagan P,86602020102007-5-Generic,152.0,5,5mL,confirmed,brimonidine-tartrate-0_15-solution-dropper-5-alphagan-p,False,False
Brimonidine Tartrate,0.15%,Solution Dropper,10.0,,,,,84.35,Alphagan P,86602020102007-10-Generic,383.0,10,10mL,confirmed,brimonidine-tartrate-0_15-solution-dropper-5-alphagan-p,False,False
Brimonidine Tartrate,0.15%,Solution Dropper,15.0,,,,,130.35,Alphagan P,86602020102007-15-Generic,423.0,15,15mL,confirmed,brimonidine-tartrate-0_15-solution-dropper-5-alphagan-p,False,False
Brimonidine Tartrate-Timolol,0.2%-0.5%,Bottle of Ophthalmic Solution or Eye Dropper,5.0,,,,,10.89,Combigan,86259902152020-5-Generic,204.75,5,5mL,confirmed,brimonidine-tartrate-timolol-0_2-0_5-5ml-bottle-of-solution,False,False
Brimonidine Tartrate-Timolol,0.2%-0.5%,Bottle of Ophthalmic Solution or Eye Dropper,10.0,,,,,17.3,Combigan,86259902152020-10-Generic,401.31,10,10mL,confirmed,brimonidine-tartrate-timolol-0_2-0_5-5ml-bottle-of-solution,False,False
Brimonidine Tartrate-Timolol,0.2%-0.5%,Bottle of Ophthalmic Solution or Eye Dropper,15.0,,,,,34.89,Combigan,86259902152020-15-Generic,616.35,15,15mL,confirmed,brimonidine-tartrate-timolol-0_2-0_5-5ml-bottle-of-solution,False,False
Brinzolamide,1%,Bottle of Ophthalmic Suspension or Eye Dropper,15.0,,,,,85.79,Azopt,86802320001820-15-Generic,504.0,15,15mL,confirmed,brinzolamide-1-suspension-dropper-15-azopt,False,False
Brinzolamide,1%,Bottle of Ophthalmic Suspension or Eye Dropper,10.0,,,,,62.5,Azopt,86802320001820-10-Generic,504.0,10,10 mL,confirmed,brinzolamide-1-suspension-dropper-15-azopt,False,False
Bromfenac Sodium (Once-Daily),0.09%,Solution Dropper,1.7,,,,,23.25,Bromday,86805005102060-1.7-Generic,191.0,1.7,1.7mL,confirmed,bromfenac-sodium-once-daily-0_09-solution-dropper-1_7-bromday,False,False
Bromfenac Sodium (Ophth),0.07%,Bottle of Solution,3.0,,,,,27.09,Prolensa,86805005102007-3-Generic,45.0,3,3 mL,confirmed,bromfenac-sodium-ophth-0_07percent-bottle-of-solution-3,False,False
Bromocriptine Mesylate,2.5mg,Tablet,30.0,,,,,31.43,Parlodel,73200020100305-Generic,4.23,30,,confirmed,bromocriptine-mesylate-2_5mg-tablet-parlodel,False,False
Bromocriptine Mesylate,5mg,Capsule,30.0,,,,,74.52,Parlodel,73200020100105-Generic,10.17,30,,confirmed,bromocriptine-mesylate-2_5mg-tablet-parlodel,False,False
Budesonide,0.25mg / 2mL,Box of 30 Vials,60.0,,,,,29.72,Pulmicort Respules,44400015001830-60-Generic,196.5,60,60mL (30 x 2mL),confirmed,budesonide-0_25mg_2ml-suspension,False,False
Budesonide,0.5mg / 2mL,Box of 30 Vials,60.0,,,,,25.06,Pulmicort Respules,44400015001840-60-Generic,159.83,60,60mL (30 x 2mL),confirmed,budesonide-0_25mg_2ml-suspension,False,False
Budesonide,1mg/2mL,Carton of 30 Ampules,60.0,,,,,151.05,Pulmicort,44400015001850-60-Generic,444.0,60,60 mL,confirmed,budesonide-1mg-2ml-carton-of-ampules-30-pulmicort,False,False
Budesonide,2mg,Pack of Foam Canisters,66.8,,,,,623.34,Uceris,89150007003920-66.8-Generic,1071.0,66.8,2 Cans,confirmed,budesonide-2mg-pack-of-foam-canisters-33_4-uceris,False,False
Budesonide,9mg,Tablet Extended Release,30.0,,,,,202.17,Uceris,22100012007530-Generic,50.77,30,,confirmed,budesonide-2mg-pack-of-foam-canisters-33_4-uceris,False,False
Budesonide DR,3mg,Delayed Release Capsule,100.0,,,,,15.35,Entocort EC,22100012006720-Generic,12.83,100,,confirmed,budesonide-dr-3mg-capsule,False,False
Budesonide-Formoterol Fumarate,80-4.5mcg/Act,Aerosol Inhaler,10.2,,,,,182.39,Symbicort,44209902413220-10.2-Generic,355.0,10.2,10.2g Inhaler,confirmed,budesonide-formoterol-fumarate-80-4_5mcg-act-aerosol-inhaler-10_2-symbicort,False,False
